molecule	ORF	genome	gene	start	end	orientation
NZ_NVGF01000014.1_16	NZ_NVGF01000014.1_16	NZ_NVGF01000014.1	ANK	335	365	1
NZ_NVIK01000030.1_22	NZ_NVIK01000030.1_22	NZ_NVIK01000030.1	ANK_1	63	95	1
NZ_NVIK01000030.1_22	NZ_NVIK01000030.1_22	NZ_NVIK01000030.1	ANK	163	200	1
NZ_NVJU01000102.1_24	NZ_NVJU01000102.1_24	NZ_NVJU01000102.1	ANK_1	170	200	1
NZ_NVJU01000102.1_24	NZ_NVJU01000102.1_24	NZ_NVJU01000102.1	ANK	202	233	1
NZ_NVJU01000102.1_24	NZ_NVJU01000102.1_24	NZ_NVJU01000102.1	ANK	236	267	1
NZ_NVJU01000102.1_24	NZ_NVJU01000102.1_24	NZ_NVJU01000102.1	ANK	335	364	1
NZ_NVMX01000265.1_4	NZ_NVMX01000265.1_4	NZ_NVMX01000265.1	ANK_1	100	132	1
NZ_NVMX01000265.1_4	NZ_NVMX01000265.1_4	NZ_NVMX01000265.1	ANK	231	265	1
NZ_NVOM01000056.1_15	NZ_NVOM01000056.1_15	NZ_NVOM01000056.1	ANK_1	43	69	1
NZ_NVOM01000056.1_15	NZ_NVOM01000056.1_15	NZ_NVOM01000056.1	ANK	74	107	1
NZ_OBDV01000006.1_108	NZ_OBDV01000006.1_108	NZ_OBDV01000006.1	ANK_1	50	83	1
NZ_OBDV01000006.1_108	NZ_OBDV01000006.1_108	NZ_OBDV01000006.1	ANK	116	148	1
NZ_OBMU01000001.1_54	NZ_OBMU01000001.1_54	NZ_OBMU01000001.1	ANK_1	67	99	1
NZ_OBMU01000001.1_54	NZ_OBMU01000001.1_54	NZ_OBMU01000001.1	ANK	133	165	1
NZ_OU906081.1_1251	NZ_OU906081.1_1251	NZ_OU906081.1	ANK_1	25	57	1
NZ_OU906081.1_1251	NZ_OU906081.1_1251	NZ_OU906081.1	ANK	58	90	1
NZ_OU906081.1_1251	NZ_OU906081.1_1251	NZ_OU906081.1	ANK	91	123	1
NZ_OU906081.1_1251	NZ_OU906081.1_1251	NZ_OU906081.1	ANK	124	156	1
NZ_OU906081.1_1251	NZ_OU906081.1_1251	NZ_OU906081.1	ANK	157	190	1
NZ_OU906081.1_136	NZ_OU906081.1_136	NZ_OU906081.1	ANK_1	23	55	1
NZ_OU906081.1_136	NZ_OU906081.1_136	NZ_OU906081.1	ANK	56	86	1
NZ_OU906081.1_136	NZ_OU906081.1_136	NZ_OU906081.1	ANK	90	124	1
NZ_OU906081.1_1530	NZ_OU906081.1_1530	NZ_OU906081.1	ANK_1	70	102	1
NZ_OU906081.1_1530	NZ_OU906081.1_1530	NZ_OU906081.1	ANK	103	137	1
NZ_OU906081.1_225	NZ_OU906081.1_225	NZ_OU906081.1	ANK_1	180	211	1
NZ_OU906081.1_225	NZ_OU906081.1_225	NZ_OU906081.1	ANK	212	244	1
NZ_OU906081.1_225	NZ_OU906081.1_225	NZ_OU906081.1	ANK	246	277	1
NZ_OU906081.1_225	NZ_OU906081.1_225	NZ_OU906081.1	ANK	278	310	1
NZ_OU906081.1_225	NZ_OU906081.1_225	NZ_OU906081.1	ANK	311	346	1
NZ_OU906733.1_411	NZ_OU906733.1_411	NZ_OU906733.1	ANK_1	112	144	1
NZ_OU906733.1_411	NZ_OU906733.1_411	NZ_OU906733.1	ANK	146	178	1
NZ_OU906733.1_411	NZ_OU906733.1_411	NZ_OU906733.1	ANK	212	244	1
NZ_OU906733.1_411	NZ_OU906733.1_411	NZ_OU906733.1	ANK	245	282	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK_1	41	74	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	75	108	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	109	142	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	143	176	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	211	243	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	245	276	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	379	412	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	414	446	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	447	480	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	515	548	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	549	582	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	583	616	1
NZ_OU907312.1_1537	NZ_OU907312.1_1537	NZ_OU907312.1	ANK	617	650	1
NZ_OU909470.1_1150	NZ_OU909470.1_1150	NZ_OU909470.1	ANK_1	30	62	1
NZ_OU909470.1_1150	NZ_OU909470.1_1150	NZ_OU909470.1	ANK	63	95	1
NZ_OU909470.1_1358	NZ_OU909470.1_1358	NZ_OU909470.1	ANK_1	41	72	1
NZ_OU909470.1_1358	NZ_OU909470.1_1358	NZ_OU909470.1	ANK	124	157	1
NZ_OU909470.1_1358	NZ_OU909470.1_1358	NZ_OU909470.1	ANK	158	187	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK_1	776	808	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	809	840	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	842	874	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	875	907	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	941	973	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	974	1006	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	1007	1039	1
NZ_OU909470.1_173	NZ_OU909470.1_173	NZ_OU909470.1	ANK	1040	1066	1
NZ_OU953855.1_1758	NZ_OU953855.1_1758	NZ_OU953855.1	ANK_1	26	58	1
NZ_OU953855.1_1758	NZ_OU953855.1_1758	NZ_OU953855.1	ANK	59	89	1
NZ_OU953855.1_1758	NZ_OU953855.1_1758	NZ_OU953855.1	ANK	93	127	1
NZ_OU953855.1_272	NZ_OU953855.1_272	NZ_OU953855.1	ANK_1	91	120	1
NZ_OU953855.1_272	NZ_OU953855.1_272	NZ_OU953855.1	ANK	121	152	1
NZ_OU953855.1_272	NZ_OU953855.1_272	NZ_OU953855.1	ANK	154	187	1
NZ_OU953855.1_272	NZ_OU953855.1_272	NZ_OU953855.1	ANK	188	212	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK_1	37	69	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK	70	102	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK	103	135	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK	136	168	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK	169	201	1
NZ_OU953855.1_365	NZ_OU953855.1_365	NZ_OU953855.1	ANK	262	293	1
NZ_OU953855.1_367	NZ_OU953855.1_367	NZ_OU953855.1	ANK_1	98	130	1
NZ_OU953855.1_367	NZ_OU953855.1_367	NZ_OU953855.1	ANK	131	163	1
NZ_OV024757.1_94	NZ_OV024757.1_94	NZ_OV024757.1	ANK_1	88	120	1
NZ_OV024757.1_94	NZ_OV024757.1_94	NZ_OV024757.1	ANK	156	188	1
NZ_OW370537.1_419	NZ_OW370537.1_419	NZ_OW370537.1	ANK_1	31	63	1
NZ_OW370537.1_419	NZ_OW370537.1_419	NZ_OW370537.1	ANK	64	96	1
NZ_OW370537.1_486	NZ_OW370537.1_486	NZ_OW370537.1	ANK_1	31	63	1
NZ_OW370537.1_486	NZ_OW370537.1_486	NZ_OW370537.1	ANK	64	96	1
NZ_OW370567.1_1038	NZ_OW370567.1_1038	NZ_OW370567.1	ANK_1	33	65	1
NZ_OW370567.1_1038	NZ_OW370567.1_1038	NZ_OW370567.1	ANK	67	99	1
NZ_OW370567.1_1038	NZ_OW370567.1_1038	NZ_OW370567.1	ANK	100	132	1
NZ_OW370567.1_1038	NZ_OW370567.1_1038	NZ_OW370567.1	ANK	133	165	1
NZ_OW370567.1_1038	NZ_OW370567.1_1038	NZ_OW370567.1	ANK	167	197	1
NZ_OW370567.1_756	NZ_OW370567.1_756	NZ_OW370567.1	ANK_1	60	90	1
NZ_OW370567.1_756	NZ_OW370567.1_756	NZ_OW370567.1	ANK	92	124	1
NZ_OW370567.1_756	NZ_OW370567.1_756	NZ_OW370567.1	ANK	129	161	1
NZ_OW370567.1_756	NZ_OW370567.1_756	NZ_OW370567.1	ANK	167	199	1
NZ_OW370567.1_756	NZ_OW370567.1_756	NZ_OW370567.1	ANK	204	236	1
NZ_OW370567.1_981	NZ_OW370567.1_981	NZ_OW370567.1	ANK_1	31	63	1
NZ_OW370567.1_981	NZ_OW370567.1_981	NZ_OW370567.1	ANK	64	96	1
NZ_OW370567.1_981	NZ_OW370567.1_981	NZ_OW370567.1	ANK	100	129	1
NZ_OX030782.1_4262	NZ_OX030782.1_4262	NZ_OX030782.1	ANK_1	125	152	1
NZ_OX030782.1_4262	NZ_OX030782.1_4262	NZ_OX030782.1	ANK	224	251	1
NZ_OX030782.1_4262	NZ_OX030782.1_4262	NZ_OX030782.1	ANK	255	287	1
NZ_OX366272.1_761	NZ_OX366272.1_761	NZ_OX366272.1	ANK_1	82	110	1
NZ_OX366272.1_761	NZ_OX366272.1_761	NZ_OX366272.1	ANK	121	152	1
NZ_OX366272.1_761	NZ_OX366272.1_761	NZ_OX366272.1	ANK	356	388	1
NZ_OX366272.1_761	NZ_OX366272.1_761	NZ_OX366272.1	ANK	389	421	1
NZ_OX366272.1_924	NZ_OX366272.1_924	NZ_OX366272.1	ANK_1	78	110	1
NZ_OX366272.1_924	NZ_OX366272.1_924	NZ_OX366272.1	ANK	113	143	1
NZ_OX366317.1_1095	NZ_OX366317.1_1095	NZ_OX366317.1	ANK_1	95	126	1
NZ_OX366317.1_1095	NZ_OX366317.1_1095	NZ_OX366317.1	ANK	130	162	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK_1	96	126	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	127	158	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	162	192	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	193	225	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	227	258	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	259	291	1
NZ_OX366317.1_162	NZ_OX366317.1_162	NZ_OX366317.1	ANK	292	324	1
NZ_OX366317.1_166	NZ_OX366317.1_166	NZ_OX366317.1	ANK_1	35	67	1
NZ_OX366317.1_166	NZ_OX366317.1_166	NZ_OX366317.1	ANK	68	100	1
NZ_OX366317.1_166	NZ_OX366317.1_166	NZ_OX366317.1	ANK	101	133	1
NZ_OX366317.1_166	NZ_OX366317.1_166	NZ_OX366317.1	ANK	136	165	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK_1	671	703	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	714	746	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	747	779	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	814	844	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	846	878	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	879	911	1
NZ_OX366317.1_74	NZ_OX366317.1_74	NZ_OX366317.1	ANK	912	944	1
NZ_OX366318.1_432	NZ_OX366318.1_432	NZ_OX366318.1	ANK_1	633	664	1
NZ_OX366318.1_432	NZ_OX366318.1_432	NZ_OX366318.1	ANK	665	697	1
NZ_OX366318.1_432	NZ_OX366318.1_432	NZ_OX366318.1	ANK	698	730	1
NZ_OX366318.1_432	NZ_OX366318.1_432	NZ_OX366318.1	ANK	797	829	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK_1	184	216	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK	217	249	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK	250	282	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK	283	315	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK	316	346	1
NZ_OX366318.1_765	NZ_OX366318.1_765	NZ_OX366318.1	ANK	364	396	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK_1	53	88	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	90	121	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	123	154	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	155	205	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	206	239	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	312	347	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	348	383	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	384	419	1
NZ_OX366319.1_355	NZ_OX366319.1_355	NZ_OX366319.1	ANK	422	454	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK_1	798	830	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK	831	863	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK	864	896	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK	963	999	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK	1000	1032	1
NZ_OX366319.1_713	NZ_OX366319.1_713	NZ_OX366319.1	ANK	1033	1065	1
NZ_OX366320.1_1014	NZ_OX366320.1_1014	NZ_OX366320.1	ANK_1	132	163	1
NZ_OX366320.1_1014	NZ_OX366320.1_1014	NZ_OX366320.1	ANK	167	196	1
NZ_OX366320.1_1038	NZ_OX366320.1_1038	NZ_OX366320.1	ANK_1	314	346	1
NZ_OX366320.1_1038	NZ_OX366320.1_1038	NZ_OX366320.1	ANK	350	381	1
NZ_OX366320.1_1038	NZ_OX366320.1_1038	NZ_OX366320.1	ANK	382	414	1
NZ_OX366320.1_1038	NZ_OX366320.1_1038	NZ_OX366320.1	ANK	415	444	1
NZ_OX366320.1_307	NZ_OX366320.1_307	NZ_OX366320.1	ANK_1	31	63	1
NZ_OX366320.1_307	NZ_OX366320.1_307	NZ_OX366320.1	ANK	64	96	1
NZ_OX366320.1_307	NZ_OX366320.1_307	NZ_OX366320.1	ANK	97	129	1
NZ_OX366320.1_739	NZ_OX366320.1_739	NZ_OX366320.1	ANK_1	41	72	1
NZ_OX366320.1_739	NZ_OX366320.1_739	NZ_OX366320.1	ANK	112	145	1
NZ_OX366320.1_739	NZ_OX366320.1_739	NZ_OX366320.1	ANK	145	185	1
NZ_OX366321.1_1065	NZ_OX366321.1_1065	NZ_OX366321.1	ANK_1	23	55	1
NZ_OX366321.1_1065	NZ_OX366321.1_1065	NZ_OX366321.1	ANK	56	86	1
NZ_OX366321.1_1065	NZ_OX366321.1_1065	NZ_OX366321.1	ANK	90	124	1
NZ_OX366321.1_153	NZ_OX366321.1_153	NZ_OX366321.1	ANK_1	35	67	1
NZ_OX366321.1_153	NZ_OX366321.1_153	NZ_OX366321.1	ANK	68	100	1
NZ_OX366321.1_153	NZ_OX366321.1_153	NZ_OX366321.1	ANK	101	133	1
NZ_OX366321.1_153	NZ_OX366321.1_153	NZ_OX366321.1	ANK	136	165	1
NZ_OX366321.1_247	NZ_OX366321.1_247	NZ_OX366321.1	ANK_1	133	169	1
NZ_OX366321.1_247	NZ_OX366321.1_247	NZ_OX366321.1	ANK	170	203	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK_1	76	106	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	107	139	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	140	171	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	177	208	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	210	241	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	244	276	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	278	309	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	381	410	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	414	446	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	509	558	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	559	589	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	593	623	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	625	655	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	659	690	1
NZ_OX366321.1_259	NZ_OX366321.1_259	NZ_OX366321.1	ANK	691	725	1
NZ_OX366321.1_261	NZ_OX366321.1_261	NZ_OX366321.1	ANK_1	70	102	1
NZ_OX366321.1_261	NZ_OX366321.1_261	NZ_OX366321.1	ANK	103	137	1
NZ_OX366321.1_447	NZ_OX366321.1_447	NZ_OX366321.1	ANK_1	67	98	1
NZ_OX366321.1_447	NZ_OX366321.1_447	NZ_OX366321.1	ANK	101	133	1
NZ_OX366321.1_531	NZ_OX366321.1_531	NZ_OX366321.1	ANK_1	27	60	1
NZ_OX366321.1_531	NZ_OX366321.1_531	NZ_OX366321.1	ANK	89	121	1
NZ_OX366321.1_531	NZ_OX366321.1_531	NZ_OX366321.1	ANK	123	157	1
NZ_OX366321.1_531	NZ_OX366321.1_531	NZ_OX366321.1	ANK	156	187	1
NZ_OX366321.1_582	NZ_OX366321.1_582	NZ_OX366321.1	ANK_1	58	89	1
NZ_OX366321.1_582	NZ_OX366321.1_582	NZ_OX366321.1	ANK	92	123	1
NZ_OX366321.1_582	NZ_OX366321.1_582	NZ_OX366321.1	ANK	124	156	1
NZ_OX366321.1_629	NZ_OX366321.1_629	NZ_OX366321.1	ANK_1	93	125	1
NZ_OX366321.1_629	NZ_OX366321.1_629	NZ_OX366321.1	ANK	127	158	1
NZ_OX366321.1_629	NZ_OX366321.1_629	NZ_OX366321.1	ANK	159	191	1
NZ_OX366321.1_629	NZ_OX366321.1_629	NZ_OX366321.1	ANK	193	224	1
NZ_OX366321.1_629	NZ_OX366321.1_629	NZ_OX366321.1	ANK	225	255	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK_1	671	703	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	714	746	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	747	779	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	814	844	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	846	878	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	879	911	1
NZ_OX366321.1_71	NZ_OX366321.1_71	NZ_OX366321.1	ANK	912	944	1
NZ_OX366321.1_980	NZ_OX366321.1_980	NZ_OX366321.1	ANK_1	28	57	1
NZ_OX366321.1_980	NZ_OX366321.1_980	NZ_OX366321.1	ANK	58	89	1
NZ_OX366321.1_980	NZ_OX366321.1_980	NZ_OX366321.1	ANK	92	124	1
NZ_OX366322.1_218	NZ_OX366322.1_218	NZ_OX366322.1	ANK_1	35	67	1
NZ_OX366322.1_218	NZ_OX366322.1_218	NZ_OX366322.1	ANK	68	100	1
NZ_OX366322.1_218	NZ_OX366322.1_218	NZ_OX366322.1	ANK	101	133	1
NZ_OX366322.1_218	NZ_OX366322.1_218	NZ_OX366322.1	ANK	136	165	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK_1	96	126	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	127	158	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	162	192	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	193	225	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	227	258	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	259	291	1
NZ_OX366322.1_222	NZ_OX366322.1_222	NZ_OX366322.1	ANK	292	324	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK_1	671	703	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	714	746	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	747	779	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	814	844	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	846	878	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	879	911	1
NZ_OX366322.1_310	NZ_OX366322.1_310	NZ_OX366322.1	ANK	912	944	1
NZ_OX366322.1_393	NZ_OX366322.1_393	NZ_OX366322.1	ANK_1	95	126	1
NZ_OX366322.1_393	NZ_OX366322.1_393	NZ_OX366322.1	ANK	130	162	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK_1	9	41	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	42	74	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	75	108	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	109	139	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	142	174	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	175	208	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	209	241	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	242	275	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	277	307	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	341	373	1
NZ_OX366323.1_1048	NZ_OX366323.1_1048	NZ_OX366323.1	ANK	374	407	1
NZ_OX366323.1_390	NZ_OX366323.1_390	NZ_OX366323.1	ANK_1	58	89	1
NZ_OX366323.1_390	NZ_OX366323.1_390	NZ_OX366323.1	ANK	92	123	1
NZ_OX366323.1_390	NZ_OX366323.1_390	NZ_OX366323.1	ANK	124	156	1
NZ_OX366324.1_147	NZ_OX366324.1_147	NZ_OX366324.1	ANK_1	318	350	1
NZ_OX366324.1_147	NZ_OX366324.1_147	NZ_OX366324.1	ANK	354	385	1
NZ_OX366324.1_147	NZ_OX366324.1_147	NZ_OX366324.1	ANK	386	418	1
NZ_OX366324.1_147	NZ_OX366324.1_147	NZ_OX366324.1	ANK	419	455	1
NZ_OX366324.1_1489	NZ_OX366324.1_1489	NZ_OX366324.1	ANK_1	33	65	1
NZ_OX366324.1_1489	NZ_OX366324.1_1489	NZ_OX366324.1	ANK	66	98	1
NZ_OX366324.1_1489	NZ_OX366324.1_1489	NZ_OX366324.1	ANK	99	132	1
NZ_OX366324.1_1489	NZ_OX366324.1_1489	NZ_OX366324.1	ANK	133	165	1
NZ_OX366324.1_1489	NZ_OX366324.1_1489	NZ_OX366324.1	ANK	166	198	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK_1	114	146	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK	147	180	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK	181	213	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK	214	246	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK	247	279	1
NZ_OX366324.1_181	NZ_OX366324.1_181	NZ_OX366324.1	ANK	280	312	1
NZ_OX366324.1_199	NZ_OX366324.1_199	NZ_OX366324.1	ANK_1	42	74	1
NZ_OX366324.1_199	NZ_OX366324.1_199	NZ_OX366324.1	ANK	75	107	1
NZ_OX366324.1_199	NZ_OX366324.1_199	NZ_OX366324.1	ANK	109	142	1
NZ_OX366324.1_314	NZ_OX366324.1_314	NZ_OX366324.1	ANK_1	70	102	1
NZ_OX366324.1_314	NZ_OX366324.1_314	NZ_OX366324.1	ANK	103	137	1
NZ_OX366324.1_649	NZ_OX366324.1_649	NZ_OX366324.1	ANK_1	220	252	1
NZ_OX366324.1_649	NZ_OX366324.1_649	NZ_OX366324.1	ANK	394	426	1
NZ_OX366324.1_649	NZ_OX366324.1_649	NZ_OX366324.1	ANK	524	556	1
NZ_OX366324.1_738	NZ_OX366324.1_738	NZ_OX366324.1	ANK_1	24	53	1
NZ_OX366324.1_738	NZ_OX366324.1_738	NZ_OX366324.1	ANK	54	85	1
NZ_OX366324.1_738	NZ_OX366324.1_738	NZ_OX366324.1	ANK	88	120	1
NZ_OX366324.1_769	NZ_OX366324.1_769	NZ_OX366324.1	ANK_1	27	59	1
NZ_OX366324.1_769	NZ_OX366324.1_769	NZ_OX366324.1	ANK	61	95	1
NZ_OX366324.1_769	NZ_OX366324.1_769	NZ_OX366324.1	ANK	94	125	1
NZ_OX366324.1_769	NZ_OX366324.1_769	NZ_OX366324.1	ANK	260	289	1
NZ_OX366324.1_848	NZ_OX366324.1_848	NZ_OX366324.1	ANK_1	40	71	1
NZ_OX366324.1_848	NZ_OX366324.1_848	NZ_OX366324.1	ANK	74	105	1
NZ_OX366324.1_848	NZ_OX366324.1_848	NZ_OX366324.1	ANK	326	359	1
NZ_OX366325.1_1054	NZ_OX366325.1_1054	NZ_OX366325.1	ANK_1	47	79	1
NZ_OX366325.1_1054	NZ_OX366325.1_1054	NZ_OX366325.1	ANK	154	185	1
NZ_OX366325.1_1054	NZ_OX366325.1_1054	NZ_OX366325.1	ANK	186	219	1
NZ_OX366325.1_1109	NZ_OX366325.1_1109	NZ_OX366325.1	ANK_1	99	131	1
NZ_OX366325.1_1109	NZ_OX366325.1_1109	NZ_OX366325.1	ANK	132	165	1
NZ_OX366325.1_1109	NZ_OX366325.1_1109	NZ_OX366325.1	ANK	166	198	1
NZ_OX366325.1_1109	NZ_OX366325.1_1109	NZ_OX366325.1	ANK	199	231	1
NZ_OX366325.1_1159	NZ_OX366325.1_1159	NZ_OX366325.1	ANK_1	674	706	1
NZ_OX366325.1_1159	NZ_OX366325.1_1159	NZ_OX366325.1	ANK	717	749	1
NZ_OX366325.1_1159	NZ_OX366325.1_1159	NZ_OX366325.1	ANK	750	782	1
NZ_OX366325.1_1159	NZ_OX366325.1_1159	NZ_OX366325.1	ANK	817	847	1
